por,C0,u0,k_r,D_eff,X_1d,X_3d,X_7d,X_14d,X_21d,X_30d,X_45d,X_60d
0.30806,0.74056,6.5364e-05,6.0408e-07,1.62e-10,0.0036590820333537444,0.011174202399143573,0.02614175388520501,0.052143746272485414,0.07794838893311451,0.11083127095823286,0.1649497612381171,0.21797858751616805
0.27283,0.93363,6.6544e-05,1.2324e-07,9.59e-10,0.0019083667492764134,0.005870061691367279,0.013740054532264456,0.02738063387805867,0.04087876868089846,0.05800852832687331,0.0860904973220149,0.11353132322833392
0.31403,0.2193,2.4407e-05,1.166e-07,7.3e-10,0.00029189414710861783,0.0009363444840175816,0.002224451640547409,0.004476171242259852,0.006725158434788492,0.009612962874934516,0.014416203760211688,0.01920719941429383
0.33449,0.31693,5.0912e-05,5.666e-07,1.28e-10,0.0012648088457324347,0.0038787742811695614,0.009101627607328022,0.018227110133175906,0.027335350387086343,0.03902362849386498,0.058451322882802303,0.07779787359132706
0.34509,0.7668,3.2483e-05,8.2405e-08,4.69e-10,0.0009305446138960782,0.0029481654660613588,0.006972282032635335,0.013980093184094655,0.0209530667298653,0.029868773260627535,0.04459265992470618,0.059156575679577106
0.41861,0.30846,2.2729e-05,6.4967e-07,1.82e-10,0.000584953011491085,0.001796303092670204,0.004218888049154379,0.00845809954865695,0.012696961092144465,0.018146437277332228,0.027227996912998598,0.03630825837238738
0.49783,0.7444,4.7328e-05,6.1769e-07,9.97e-10,0.00283325147019442,0.008682564822291239,0.020359683622794722,0.04073749588518061,0.061052424517609394,0.0870946896300705,0.13025168924890795,0.17303632715069028
0.38768,0.58148,4.3518e-05,7.3925e-07,7.84e-10,0.002093396304564843,0.006402625273815965,0.015015916128706785,0.030074920112246217,0.04511537213272221,0.06443123813430607,0.09656368848999586,0.12859951827554106
0.36325,0.68547,2.7248e-05,1.0782e-07,1.86e-10,0.0009241193285829397,0.0029482577667951926,0.006986497957395255,0.014028785377441344,0.02104237203436443,0.030011811509176978,0.044858117125023966,0.0595616885385134
0.37832,0.13216,4.1815e-05,4.3278e-07,2.83e-10,0.0004232222610818237,0.001306185400570925,0.0030714620071308207,0.0061589800486175905,0.00924434477667091,0.013208150425303322,0.01980710090237736,0.02639610788569091
0.49966,0.42901,6.8416e-05,3.928e-08,2.11e-10,0.0003251587271791978,0.0010027561800368678,0.002356247938629985,0.004719972338266376,0.007078614217025825,0.010103961966025699,0.015126358316681299,0.0201256213460963
0.4941,0.23587,3.5651e-05,5.1838e-07,7.91e-10,0.0006795447681756661,0.002094266739169681,0.004922885453549908,0.00987062932324656,0.01481588141436374,0.021170476286275774,0.031751219050371704,0.04232087568831766
0.49358,0.22341,8.1101e-05,5.4608e-07,4.21e-10,0.0012415207807353612,0.0037876078650587175,0.00886852131705651,0.017734404660467495,0.026569823263882797,0.03788280400255106,0.056618042771977684,0.07522105396441292
0.40951,0.73038,1.6526e-05,4.3999e-07,8.32e-10,0.0009896905442055015,0.0030743414872771435,0.0072432499910199954,0.014537936436754717,0.02183163723113435,0.031207848562932683,0.04683188359875601,0.062451563316163416
0.47367,0.85509,1.7192e-05,8.7896e-07,9.7e-10,0.0012418201200273815,0.003788048038886216,0.008878559347125559,0.01778347035157568,0.02668525322649995,0.03812674361865609,0.05719057032548569,0.07624917472053983
0.39832,0.35911,2.2168e-05,3.9238e-07,4.04e-10,0.0006426117079270099,0.0020019791473512294,0.004720262990095647,0.009476045549420165,0.014230512462745537,0.020341510377175354,0.030521961212121917,0.0406959528242562
0.41089,0.32096,8.9094e-05,4.5389e-07,6.85e-10,0.0017331827183371118,0.005282955159863545,0.012357857854415122,0.024668532197617554,0.0369027837370175,0.05252662216105819,0.07830992325322905,0.10372411810779181
0.42684,0.53766,2.5934e-05,6.3047e-07,8.91e-10,0.0011603962111786936,0.003565566420956956,0.008375279564311833,0.01679085643992373,0.025204865549245503,0.03602064835259233,0.054041894331011364,0.0720556148180187
0.4172,0.44505,7.113e-05,7.5312e-07,2.61e-10,0.0024793542817078684,0.007554865461480542,0.01768514281439426,0.035343590565835914,0.05293075424803917,0.07543831015560853,0.11271865039727247,0.14962652723905634
0.2593,0.92894,5.7347e-05,6.723e-08,3.27e-10,0.001112995103518588,0.0034458032065891597,0.008089722939193411,0.016168140965028055,0.024191172690747664,0.03442763836950513,0.05127132325659878,0.06789262731222401
0.35126,0.85746,8.0733e-05,6.3418e-07,1.46e-10,0.005010550739166231,0.015247120056120167,0.03555055674431162,0.07069528462711139,0.10537602616139485,0.14927129916092752,0.22078043860814822,0.289677047233611
0.41602,0.62847,3.9204e-05,7.4927e-07,1.36e-10,0.0020501070041653024,0.006271529331605352,0.014711225814867168,0.029469617722410635,0.04421695315861518,0.06316402324174542,0.09470058264778003,0.12617226397400094
0.40811,0.19255,4.8234e-05,8.2695e-07,2.75e-10,0.0007712188866390024,0.002354187616018244,0.0055194989517761694,0.01105690697954842,0.0165923336419026,0.02370643893295077,0.03555647634829573,0.04739668251826701
0.46995,0.20689,5.4521e-05,2.404e-07,8e-10,0.0006228059068145164,0.0019235140722451138,0.004520526862008101,0.009055230779802081,0.013579351547028717,0.01938022787541893,0.029003820180471207,0.038576075676643895
0.48836,0.46877,5.135e-05,8.496e-07,3.56e-10,0.0019958544061093875,0.0060879218093894405,0.014267165429640793,0.02856628276007389,0.04284795909800465,0.061185342120487096,0.09169319085111549,0.12211111496504767
0.47413,0.78757,4.9464e-05,9.3865e-07,7.1e-10,0.0032600093073311687,0.00993156212699553,0.02326460392857088,0.04657080200358854,0.06984649380939101,0.09973398657770571,0.14941526574169317,0.19888490476775778
0.32875,0.2435,5.9562e-05,3.0204e-07,4.44e-10,0.0008658325964908675,0.0026645362817048213,0.0062543470426248415,0.012520240550942807,0.018766801634908403,0.02676952909156094,0.040030824302906276,0.0532006646632589
0.32564,0.7195,3.5006e-05,1.7939e-07,7.58e-10,0.001469392200647457,0.004606501821446174,0.010863351327753401,0.02175264771680918,0.032582682780324834,0.046421470959791655,0.06925277226125404,0.0918269227782349
0.26218,0.50355,2.0691e-05,2.7493e-07,3.04e-10,0.0008048617402656166,0.0025399405794381824,0.006008369312757833,0.012074129798791744,0.01813519304715916,0.025920472997547295,0.038879689141903095,0.051816186582603674
0.31222,0.25151,4.1081e-05,9.886e-08,5.79e-10,0.00037817610210133523,0.0011847272211372717,0.002795705442660945,0.005609851162453272,0.00841835952566572,0.012021368575071523,0.018003713620649342,0.023960477725445184
0.46161,0.35582,6.1729e-05,4.7957e-07,7.35e-10,0.0015729575383488514,0.004819467861897131,0.011298144187544934,0.022597298429267387,0.03385262501000019,0.04825892414100652,0.07213233957448428,0.0957929107893637
0.27124,0.60765,8.0636e-05,3.0645e-07,8.98e-10,0.002516160196187389,0.007688326590065908,0.017962129304004648,0.03574728583964215,0.05333676356023509,0.07571990047542754,0.11235792723481364,0.14806606554486412
0.3172,0.36744,1.7384e-05,6.691e-07,3.83e-10,0.0005343933891704955,0.001639648603685151,0.0038499737123318667,0.007717554755241052,0.011584604784739327,0.016555784155404485,0.02483984872220313,0.03312237166663268
0.47768,0.47071,3.2877e-05,5.5562e-07,3.71e-10,0.0012673797204020287,0.003902312690651333,0.009170388605318047,0.0183839293273389,0.02759078139612481,0.03942042376514421,0.059115825005257805,0.07877954260805708
0.27843,0.84287,7.7295e-05,9.1781e-07,2.62e-10,0.005225735970198264,0.015878720680614578,0.03708961379598408,0.07399436161966766,0.11062864913131087,0.15735600592045806,0.23397715055783708,0.308643565616852
0.3408,0.58684,3.1007e-05,5.9509e-07,4.3e-10,0.0015026614954969375,0.0046211798097646195,0.010856369853387893,0.02176282809173513,0.03266287382489785,0.04666846281392156,0.06999239656415379,0.09328586049692356
0.46348,0.25564,2.8757e-05,3.1156e-07,5.09e-10,0.0005578781153159351,0.0017432986042223986,0.004113103042000077,0.008256969645438872,0.012397498728258016,0.017716231558130735,0.026567441146448045,0.03540319279961712
0.39457,0.53641,6.1226e-05,7.7366e-07,7.27e-10,0.0026480554536433276,0.008076847422013866,0.01891757061922783,0.03783120700939757,0.056687351231020644,0.08085944907892006,0.12092852141578903,0.1606662875556707
0.44783,0.86807,8.3849e-05,4.2781e-07,4.82e-10,0.004403396769159795,0.013416813303724573,0.031238301291473203,0.06197726337364495,0.09220444558302587,0.13031704777664288,0.19201437833260582,0.25135955642887853
0.38607,0.79438,7.7872e-05,8.5889e-07,9.33e-10,0.004894772183341556,0.014879557379305797,0.034752576924102274,0.06931340320620638,0.10358991646312443,0.14719148091586165,0.21877874004702247,0.2886554652031742
0.255,0.99543,1.5853e-05,6.2091e-07,9.32e-10,0.001316956474019304,0.004047737221823833,0.009508257710222123,0.019062106480982388,0.02861396583900966,0.04089230117677001,0.06135221377915212,0.08180747481233008
0.44388,0.70354,2.5059e-05,1.7522e-07,1.12e-10,0.0011540214053745723,0.003666865590563062,0.008683734334627546,0.017437273039945578,0.0261596208141901,0.037331682229009955,0.05584181146813694,0.07422225803112847
0.34744,0.11082,5.2617e-05,1.6615e-08,5.6e-10,3.618749600442506e-05,0.00011266718708269341,0.00026560451277979347,0.0005331797543087768,0.0008006880873531186,0.001144532273877119,0.0017173435825682537,0.002289846893533065
0.34998,0.94332,7.0646e-05,3.3732e-07,5.85e-10,0.0038766500895218714,0.01185821822038835,0.02767591757598975,0.05494656877996018,0.08180097005390619,0.11573034170724905,0.1707938491616059,0.2240011132196883
0.34299,0.90751,6.0222e-05,3.284e-07,9.79e-10,0.003380342853850582,0.010379205301003003,0.02426253850917559,0.04829492904011601,0.07203643986026842,0.1021481535118226,0.1513813897122821,0.19919006792892768
0.27179,0.95159,5.5907e-05,9.9793e-07,3.45e-10,0.004445789751916562,0.01352735802136984,0.03166811443476136,0.06335038933738191,0.09495772113179168,0.13549819817418063,0.20271994542805039,0.26935184297231884
0.40623,0.29892,9.3916e-05,1.8618e-07,8.74e-10,0.0009209962795493354,0.0028129067383565465,0.006586384657646049,0.013160161906503709,0.019697892745080048,0.0280554632453196,0.04186273369456872,0.05551503595046514
0.43889,0.45372,2.1393e-05,4.4981e-07,6.54e-10,0.0007938916593768219,0.0024629969250290484,0.005800866049104791,0.011640930256450188,0.017479779417707952,0.024985166208878806,0.03749045594741873,0.04999013667156138
0.26103,0.6751,9.4663e-05,6.9353e-07,3.24e-10,0.0045331122720898565,0.013769286137301218,0.03209197741963499,0.06379736973746053,0.09510082304092804,0.13486714603708505,0.19962166689035343,0.2621719534222725
0.47566,0.1957,7.5305e-05,2.9027e-07,7.46e-10,0.0007621443822215523,0.0023351793161983103,0.005474868897352714,0.010954459279212792,0.016416492741973876,0.023411111143902597,0.0350035776261064,0.04651091885369507
0.44532,0.21371,2.7648e-05,9.7738e-07,6.98e-10,0.0004994944096844423,0.0015215958508170147,0.0035656531239666167,0.007142410809479416,0.010718801649672871,0.015316551429851333,0.022978568056742033,0.030639436163929168
0.34137,0.26711,9.2891e-05,2.5206e-07,9.54e-10,0.001026564506288019,0.0031339851085173676,0.007335864304570894,0.014657805345613784,0.021942833001238338,0.0312484641594164,0.04662547647470128,0.06182238598995793
0.26407,0.3744,7.5709e-05,9.4863e-07,6.46e-10,0.00229396191766984,0.006974384797961863,0.016322164972178754,0.032641341157507164,0.048914603049200034,0.06978289510877578,0.10440994098874201,0.13879756947540178
0.31264,0.24672,2.6506e-05,2.0499e-07,3.36e-10,0.0004470198995289998,0.0014132386753427095,0.00334458277120786,0.006720737731125248,0.010093115319887214,0.01442367450526294,0.02162697157000326,0.028812596181169048
0.28449,0.86229,6.1779e-05,4.1359e-07,8.24e-10,0.003609181112580684,0.011058931122282512,0.025851048587290593,0.051496384428789455,0.0768623949746261,0.10907179776442233,0.16180973771838092,0.21311367019611926
0.26578,0.34573,5.0441e-05,1.7254e-07,7.85e-10,0.0008235534782057297,0.002553060421147446,0.006003932081088181,0.012023799679961145,0.018021108068259073,0.025695548708644655,0.03840339888659927,0.051001612211781566
0.42083,0.9597,8.549e-05,1.1346e-07,3.4e-10,0.0019361224138910726,0.005921176682053053,0.013832165599784951,0.027542038528529655,0.04109458585222048,0.058293839715628515,0.08644520344579587,0.11388897897718298
0.45265,0.71075,6.3459e-05,4.9418e-07,1.34e-10,0.003234183761541387,0.009897163823394672,0.023151831412213775,0.04617615822828813,0.0690108748069449,0.09809510998729021,0.14585034621393156,0.1926889601689039
0.41941,0.65233,5.498e-05,6.4617e-07,7.21e-10,0.002847607267069896,0.008708871319935363,0.020408861497295816,0.040808040228354714,0.06112627459865372,0.08713040900426405,0.1302001515367497,0.17283068399576806
0.39918,0.63777,9.725e-05,7.8095e-07,2.07e-10,0.004541451816193476,0.01378497662302025,0.03214036542579557,0.06393353907952115,0.0953614592316705,0.13532775247928686,0.20053645218476612,0.2636869780461891
0.42279,0.42006,3.3894e-05,7.6248e-07,3.97e-10,0.0011907222574665255,0.003642877406387135,0.008546394616923192,0.01712569354777449,0.025702868302237336,0.03672755734360633,0.05509509132050627,0.0734521492278789
0.36381,0.18968,9.9038e-05,3.8469e-07,4.85e-10,0.0009836174195905212,0.0029971432831988887,0.007013875903031042,0.014018888105824412,0.020995186354937356,0.029918528880826467,0.044684663769315014,0.059310774702058255
0.39363,0.45619,3.9872e-05,4.9737e-07,7.43e-10,0.001443258345869669,0.004445844320936421,0.010445417457339734,0.020929765465764305,0.031395528190614974,0.04482867660921541,0.06715985048989104,0.08940250061045152
0.45843,0.76528,2.8967e-05,5.8131e-07,6.14e-10,0.0018315839678474388,0.005636971174263872,0.013245388283333437,0.026553413734387354,0.039853162823074606,0.056943131993090534,0.08539916860071994,0.11381232959888754
0.46713,0.98033,7.6418e-05,9.4179e-07,6.82e-10,0.006044851299032761,0.018362017601867286,0.04287939603190416,0.08552289486885445,0.12781642099415635,0.18168892208767318,0.2697570051354631,0.35507640586609557
0.43099,0.47826,3.8746e-05,1.5901e-07,9.23e-10,0.0009637482409466935,0.0030148947789974123,0.007108249924591803,0.01424253391448127,0.021347802153761086,0.030441347625832837,0.045484381088520265,0.06039064026786001
0.48092,0.82519,9.9469e-05,6.2403e-08,3.18e-10,0.0009999972724200612,0.00305339899432322,0.007144250400682672,0.014264066877172299,0.021338058605756216,0.03035710353210397,0.045236686106929325,0.05992353313318499
0.41469,0.1823,4.2017e-05,9.5112e-07,3.95e-10,0.0006445222388763439,0.0019640792334263413,0.004603009291797577,0.009220640938380598,0.013837594159967437,0.019772965899090722,0.02966329060804196,0.03955078708836435
0.35434,0.65688,3.959e-05,1.676e-07,4.92e-10,0.0013788247520283292,0.004306907058349352,0.010143622062345314,0.020302203233507732,0.030402351296505592,0.043305106583386266,0.06457740885824403,0.08557659269678508
0.46014,0.5195,7.4567e-05,8.1442e-07,4.53e-10,0.003057018283675106,0.009304795475075789,0.02176730664506099,0.043478300979664875,0.06508661559392814,0.09274272997233024,0.13844516824444442,0.18356084556218966
0.28808,0.63354,7.1591e-05,7.8678e-08,8.92e-10,0.0009050239243679759,0.0027836292890107694,0.006527875725385157,0.013049514174090837,0.019534978668216962,0.027814832664302402,0.04148465683715474,0.054981890224163554
0.36565,0.61321,5.6726e-05,9.0816e-07,9.05e-10,0.002882481822318983,0.00878091511069179,0.020563872318123178,0.041150890303891074,0.061699238653655675,0.08806043765881655,0.13184950171762067,0.17540043304580233
0.29468,0.10437,6.7996e-05,1.3416e-07,7.74e-10,0.00022948663895183685,0.0007067189805094465,0.0016605657570314403,0.0033276334468362867,0.004992605501911607,0.007130276443331973,0.010684983254712788,0.014229947742269267
0.32674,0.43541,5.212e-05,7.2512e-07,5.36e-10,0.0018472833371351305,0.005645767976793059,0.013235882474446514,0.02649946807308956,0.039738882326295744,0.05673267215169964,0.08497936550609142,0.11310711983855981
0.33126,0.58232,2.8116e-05,8.8878e-07,1.58e-10,0.0013797645472161113,0.004209816914847786,0.009869169341037098,0.01977151869613536,0.029672303982820725,0.04239988553831808,0.06360853754790452,0.08481191647579878
0.3826,0.37746,1.0427e-05,6.2706e-07,9.87e-10,0.0003297656912855107,0.0010127383215936536,0.002378477442022686,0.0047679242403044775,0.007156794754695994,0.010227483852107477,0.015343820963501953,0.020458320324622137
0.29547,0.98312,4.0243e-05,3.604e-07,9.06e-10,0.002910780646955158,0.009006032517150708,0.021145412520688023,0.042276118508267846,0.06327480356490967,0.09008022843336028,0.13429963290539548,0.17781448376887488
0.4032,0.69562,3.3399e-05,6.9808e-07,1.8e-10,0.0019342869128483597,0.005927587122936284,0.01391191384698709,0.027878082557504236,0.041836215370040675,0.05977294556705359,0.0896408533544043,0.11946667555727974
